Event_code,PMU,Name,Equiv,Desc
"""uncore_cbox_14/config=0x102,name=UNC_C_TXR_INSERTS:AD_CACHE/""",hswep_unc_cbo14 (Intel Haswell-EP C-Box 14 uncore),UNC_C_TXR_INSERTS:AD_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AD ring
"""uncore_cbox_14/config=0x202,name=UNC_C_TXR_INSERTS:AK_CACHE/""",hswep_unc_cbo14 (Intel Haswell-EP C-Box 14 uncore),UNC_C_TXR_INSERTS:AK_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AK ring
"""uncore_cbox_14/config=0x402,name=UNC_C_TXR_INSERTS:BL_CACHE/""",hswep_unc_cbo14 (Intel Haswell-EP C-Box 14 uncore),UNC_C_TXR_INSERTS:BL_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to BL ring
"""uncore_cbox_14/config=0x802,name=UNC_C_TXR_INSERTS:IV_CACHE/""",hswep_unc_cbo14 (Intel Haswell-EP C-Box 14 uncore),UNC_C_TXR_INSERTS:IV_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo ton IV ring
"""uncore_cbox_14/config=0x1002,name=UNC_C_TXR_INSERTS:AD_CORE/""",hswep_unc_cbo14 (Intel Haswell-EP C-Box 14 uncore),UNC_C_TXR_INSERTS:AD_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AD ring
"""uncore_cbox_14/config=0x2002,name=UNC_C_TXR_INSERTS:AK_CORE/""",hswep_unc_cbo14 (Intel Haswell-EP C-Box 14 uncore),UNC_C_TXR_INSERTS:AK_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AK ring
"""uncore_cbox_14/config=0x4002,name=UNC_C_TXR_INSERTS:BL_CORE/""",hswep_unc_cbo14 (Intel Haswell-EP C-Box 14 uncore),UNC_C_TXR_INSERTS:BL_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to BL ring
"""uncore_cbox_15/config=0x334,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:DATA_READ/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_LOOKUP:DATA_READ,None,Cache lookups : Data read requests
"""uncore_cbox_15/config=0x534,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:WRITE/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_LOOKUP:WRITE,None,"Cache lookups : Write requests. Includes all write transactions (cached, uncached)"
"""uncore_cbox_15/config=0x934,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:REMOTE_SNOOP/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_LOOKUP:REMOTE_SNOOP,None,Cache lookups : External snoop request
"""uncore_cbox_15/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:ANY/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_LOOKUP:ANY,None,Cache lookups : Any request
"""uncore_cbox_15/config=0x1134,config1=0x20000,name=UNC_C_LLC_LOOKUP:STATE_I/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_LOOKUP:STATE_I,None,Cache lookups : Invalid cacheline state
"""uncore_cbox_15/config=0x1134,config1=0x40000,name=UNC_C_LLC_LOOKUP:STATE_S/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_LOOKUP:STATE_S,None,Cache lookups : Shared cacheline state
"""uncore_cbox_15/config=0x1134,config1=0x80000,name=UNC_C_LLC_LOOKUP:STATE_E/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_LOOKUP:STATE_E,None,Cache lookups : Exclusive cacheline state
"""uncore_cbox_15/config=0x1134,config1=0x100000,name=UNC_C_LLC_LOOKUP:STATE_M/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_LOOKUP:STATE_M,None,Cache lookups : Modified cacheline state
"""uncore_cbox_15/config=0x1134,config1=0x200000,name=UNC_C_LLC_LOOKUP:STATE_F/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_LOOKUP:STATE_F,None,Cache lookups : Forward cacheline state
"""uncore_cbox_15/config=0x1134,config1=0x400000,name=UNC_C_LLC_LOOKUP:STATE_D/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_LOOKUP:STATE_D,None,Cache lookups : Debug cacheline state
"""uncore_cbox_15/config=0x1134,config1=0x800000,name=UNC_C_LLC_LOOKUP:STATE_MP/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_LOOKUP:STATE_MP,None,"Cache lookups : Cacheline is modified but never written, was forwarded in modified state"
"""uncore_cbox_15/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:STATE_MESIFD/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_LOOKUP:STATE_MESIFD,None,Cache lookups : Any cache line state
"""uncore_cbox_15/config=0x137,name=UNC_C_LLC_VICTIMS:STATE_M/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_VICTIMS:STATE_M,None,Lines victimized : Lines in M state
"""uncore_cbox_15/config=0x237,name=UNC_C_LLC_VICTIMS:STATE_E/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_VICTIMS:STATE_E,None,Lines victimized : Lines in E state
"""uncore_cbox_15/config=0x437,name=UNC_C_LLC_VICTIMS:STATE_S/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_VICTIMS:STATE_S,None,Lines victimized : Lines in S state
"""uncore_cbox_15/config=0x837,name=UNC_C_LLC_VICTIMS:STATE_F/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_VICTIMS:STATE_F,None,Lines victimized : Lines in F state
"""uncore_cbox_15/config=0x1037,name=UNC_C_LLC_VICTIMS:MISS/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_LLC_VICTIMS:MISS,None,Lines victimized : TBD
"""uncore_cbox_15/config=0x205,name=UNC_C_RING_BOUNCES:AD_IRQ/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_RING_BOUNCES:AD_IRQ,None,Number of LLC responses that bounced in the ring : TBD
"""uncore_cbox_15/config=0x405,name=UNC_C_RING_BOUNCES:AK/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_RING_BOUNCES:AK,None,Number of LLC responses that bounced in the ring : Acknowledgments to core
"""uncore_cbox_15/config=0x805,name=UNC_C_RING_BOUNCES:BL/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_RING_BOUNCES:BL,None,Number of LLC responses that bounced in the ring : Data responses to core
"""uncore_cbox_15/config=0x1005,name=UNC_C_RING_BOUNCES:IV/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_RING_BOUNCES:IV,None,Number of LLC responses that bounced in the ring : Snoops of processor cache
"""uncore_cbox_15/config=0x102,name=UNC_C_TXR_INSERTS:AD_CACHE/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_TXR_INSERTS:AD_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AD ring
"""uncore_cbox_15/config=0x202,name=UNC_C_TXR_INSERTS:AK_CACHE/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_TXR_INSERTS:AK_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AK ring
"""uncore_cbox_15/config=0x402,name=UNC_C_TXR_INSERTS:BL_CACHE/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_TXR_INSERTS:BL_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to BL ring
"""uncore_cbox_15/config=0x802,name=UNC_C_TXR_INSERTS:IV_CACHE/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_TXR_INSERTS:IV_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo ton IV ring
"""uncore_cbox_15/config=0x1002,name=UNC_C_TXR_INSERTS:AD_CORE/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_TXR_INSERTS:AD_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AD ring
"""uncore_cbox_15/config=0x2002,name=UNC_C_TXR_INSERTS:AK_CORE/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_TXR_INSERTS:AK_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AK ring
"""uncore_cbox_15/config=0x4002,name=UNC_C_TXR_INSERTS:BL_CORE/""",hswep_unc_cbo15 (Intel Haswell-EP C-Box 15 uncore),UNC_C_TXR_INSERTS:BL_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to BL ring
"""uncore_cbox_16/config=0x334,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:DATA_READ/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_LOOKUP:DATA_READ,None,Cache lookups : Data read requests
"""uncore_cbox_16/config=0x534,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:WRITE/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_LOOKUP:WRITE,None,"Cache lookups : Write requests. Includes all write transactions (cached, uncached)"
"""uncore_cbox_16/config=0x934,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:REMOTE_SNOOP/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_LOOKUP:REMOTE_SNOOP,None,Cache lookups : External snoop request
"""uncore_cbox_16/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:ANY/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_LOOKUP:ANY,None,Cache lookups : Any request
"""uncore_cbox_16/config=0x1134,config1=0x20000,name=UNC_C_LLC_LOOKUP:STATE_I/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_LOOKUP:STATE_I,None,Cache lookups : Invalid cacheline state
"""uncore_cbox_16/config=0x1134,config1=0x40000,name=UNC_C_LLC_LOOKUP:STATE_S/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_LOOKUP:STATE_S,None,Cache lookups : Shared cacheline state
"""uncore_cbox_16/config=0x1134,config1=0x80000,name=UNC_C_LLC_LOOKUP:STATE_E/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_LOOKUP:STATE_E,None,Cache lookups : Exclusive cacheline state
"""uncore_cbox_16/config=0x1134,config1=0x100000,name=UNC_C_LLC_LOOKUP:STATE_M/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_LOOKUP:STATE_M,None,Cache lookups : Modified cacheline state
"""uncore_cbox_16/config=0x1134,config1=0x200000,name=UNC_C_LLC_LOOKUP:STATE_F/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_LOOKUP:STATE_F,None,Cache lookups : Forward cacheline state
"""uncore_cbox_16/config=0x1134,config1=0x400000,name=UNC_C_LLC_LOOKUP:STATE_D/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_LOOKUP:STATE_D,None,Cache lookups : Debug cacheline state
"""uncore_cbox_16/config=0x1134,config1=0x800000,name=UNC_C_LLC_LOOKUP:STATE_MP/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_LOOKUP:STATE_MP,None,"Cache lookups : Cacheline is modified but never written, was forwarded in modified state"
"""uncore_cbox_16/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:STATE_MESIFD/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_LOOKUP:STATE_MESIFD,None,Cache lookups : Any cache line state
"""uncore_cbox_16/config=0x137,name=UNC_C_LLC_VICTIMS:STATE_M/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_VICTIMS:STATE_M,None,Lines victimized : Lines in M state
"""uncore_cbox_16/config=0x237,name=UNC_C_LLC_VICTIMS:STATE_E/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_VICTIMS:STATE_E,None,Lines victimized : Lines in E state
"""uncore_cbox_16/config=0x437,name=UNC_C_LLC_VICTIMS:STATE_S/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_VICTIMS:STATE_S,None,Lines victimized : Lines in S state
"""uncore_cbox_16/config=0x837,name=UNC_C_LLC_VICTIMS:STATE_F/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_VICTIMS:STATE_F,None,Lines victimized : Lines in F state
"""uncore_cbox_16/config=0x1037,name=UNC_C_LLC_VICTIMS:MISS/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_LLC_VICTIMS:MISS,None,Lines victimized : TBD
"""uncore_cbox_16/config=0x205,name=UNC_C_RING_BOUNCES:AD_IRQ/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_RING_BOUNCES:AD_IRQ,None,Number of LLC responses that bounced in the ring : TBD
"""uncore_cbox_16/config=0x405,name=UNC_C_RING_BOUNCES:AK/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_RING_BOUNCES:AK,None,Number of LLC responses that bounced in the ring : Acknowledgments to core
"""uncore_cbox_16/config=0x805,name=UNC_C_RING_BOUNCES:BL/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_RING_BOUNCES:BL,None,Number of LLC responses that bounced in the ring : Data responses to core
"""uncore_cbox_16/config=0x1005,name=UNC_C_RING_BOUNCES:IV/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_RING_BOUNCES:IV,None,Number of LLC responses that bounced in the ring : Snoops of processor cache
"""uncore_cbox_16/config=0x102,name=UNC_C_TXR_INSERTS:AD_CACHE/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_TXR_INSERTS:AD_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AD ring
"""uncore_cbox_16/config=0x202,name=UNC_C_TXR_INSERTS:AK_CACHE/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_TXR_INSERTS:AK_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AK ring
"""uncore_cbox_16/config=0x402,name=UNC_C_TXR_INSERTS:BL_CACHE/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_TXR_INSERTS:BL_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to BL ring
"""uncore_cbox_16/config=0x802,name=UNC_C_TXR_INSERTS:IV_CACHE/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_TXR_INSERTS:IV_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo ton IV ring
"""uncore_cbox_16/config=0x1002,name=UNC_C_TXR_INSERTS:AD_CORE/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_TXR_INSERTS:AD_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AD ring
"""uncore_cbox_16/config=0x2002,name=UNC_C_TXR_INSERTS:AK_CORE/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_TXR_INSERTS:AK_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AK ring
"""uncore_cbox_16/config=0x4002,name=UNC_C_TXR_INSERTS:BL_CORE/""",hswep_unc_cbo16 (Intel Haswell-EP C-Box 16 uncore),UNC_C_TXR_INSERTS:BL_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to BL ring
"""uncore_cbox_17/config=0x334,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:DATA_READ/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_LOOKUP:DATA_READ,None,Cache lookups : Data read requests
"""uncore_cbox_17/config=0x534,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:WRITE/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_LOOKUP:WRITE,None,"Cache lookups : Write requests. Includes all write transactions (cached, uncached)"
"""uncore_cbox_17/config=0x934,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:REMOTE_SNOOP/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_LOOKUP:REMOTE_SNOOP,None,Cache lookups : External snoop request
"""uncore_cbox_17/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:ANY/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_LOOKUP:ANY,None,Cache lookups : Any request
"""uncore_cbox_17/config=0x1134,config1=0x20000,name=UNC_C_LLC_LOOKUP:STATE_I/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_LOOKUP:STATE_I,None,Cache lookups : Invalid cacheline state
"""uncore_cbox_17/config=0x1134,config1=0x40000,name=UNC_C_LLC_LOOKUP:STATE_S/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_LOOKUP:STATE_S,None,Cache lookups : Shared cacheline state
"""uncore_cbox_17/config=0x1134,config1=0x80000,name=UNC_C_LLC_LOOKUP:STATE_E/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_LOOKUP:STATE_E,None,Cache lookups : Exclusive cacheline state
"""uncore_cbox_17/config=0x1134,config1=0x100000,name=UNC_C_LLC_LOOKUP:STATE_M/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_LOOKUP:STATE_M,None,Cache lookups : Modified cacheline state
"""uncore_cbox_17/config=0x1134,config1=0x200000,name=UNC_C_LLC_LOOKUP:STATE_F/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_LOOKUP:STATE_F,None,Cache lookups : Forward cacheline state
"""uncore_cbox_17/config=0x1134,config1=0x400000,name=UNC_C_LLC_LOOKUP:STATE_D/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_LOOKUP:STATE_D,None,Cache lookups : Debug cacheline state
"""uncore_cbox_17/config=0x1134,config1=0x800000,name=UNC_C_LLC_LOOKUP:STATE_MP/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_LOOKUP:STATE_MP,None,"Cache lookups : Cacheline is modified but never written, was forwarded in modified state"
"""uncore_cbox_17/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:STATE_MESIFD/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_LOOKUP:STATE_MESIFD,None,Cache lookups : Any cache line state
"""uncore_cbox_17/config=0x137,name=UNC_C_LLC_VICTIMS:STATE_M/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_VICTIMS:STATE_M,None,Lines victimized : Lines in M state
"""uncore_cbox_17/config=0x237,name=UNC_C_LLC_VICTIMS:STATE_E/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_VICTIMS:STATE_E,None,Lines victimized : Lines in E state
"""uncore_cbox_17/config=0x437,name=UNC_C_LLC_VICTIMS:STATE_S/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_VICTIMS:STATE_S,None,Lines victimized : Lines in S state
"""uncore_cbox_17/config=0x837,name=UNC_C_LLC_VICTIMS:STATE_F/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_VICTIMS:STATE_F,None,Lines victimized : Lines in F state
"""uncore_cbox_17/config=0x1037,name=UNC_C_LLC_VICTIMS:MISS/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_LLC_VICTIMS:MISS,None,Lines victimized : TBD
"""uncore_cbox_17/config=0x205,name=UNC_C_RING_BOUNCES:AD_IRQ/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_RING_BOUNCES:AD_IRQ,None,Number of LLC responses that bounced in the ring : TBD
"""uncore_cbox_17/config=0x405,name=UNC_C_RING_BOUNCES:AK/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_RING_BOUNCES:AK,None,Number of LLC responses that bounced in the ring : Acknowledgments to core
"""uncore_cbox_17/config=0x805,name=UNC_C_RING_BOUNCES:BL/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_RING_BOUNCES:BL,None,Number of LLC responses that bounced in the ring : Data responses to core
"""uncore_cbox_17/config=0x1005,name=UNC_C_RING_BOUNCES:IV/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_RING_BOUNCES:IV,None,Number of LLC responses that bounced in the ring : Snoops of processor cache
"""uncore_cbox_17/config=0x102,name=UNC_C_TXR_INSERTS:AD_CACHE/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_TXR_INSERTS:AD_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AD ring
"""uncore_cbox_17/config=0x202,name=UNC_C_TXR_INSERTS:AK_CACHE/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_TXR_INSERTS:AK_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AK ring
"""uncore_cbox_17/config=0x402,name=UNC_C_TXR_INSERTS:BL_CACHE/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_TXR_INSERTS:BL_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to BL ring
"""uncore_cbox_17/config=0x802,name=UNC_C_TXR_INSERTS:IV_CACHE/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_TXR_INSERTS:IV_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo ton IV ring
"""uncore_cbox_17/config=0x1002,name=UNC_C_TXR_INSERTS:AD_CORE/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_TXR_INSERTS:AD_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AD ring
"""uncore_cbox_17/config=0x2002,name=UNC_C_TXR_INSERTS:AK_CORE/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_TXR_INSERTS:AK_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AK ring
"""uncore_cbox_17/config=0x4002,name=UNC_C_TXR_INSERTS:BL_CORE/""",hswep_unc_cbo17 (Intel Haswell-EP C-Box 17 uncore),UNC_C_TXR_INSERTS:BL_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to BL ring
"""uncore_ha_0/config=0x301,name=UNC_H_REQUESTS:READS/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_REQUESTS:READS,None,"Read and Write Requests : Counts incoming read requests. Good proxy for LLC read misses, incl. RFOs"
"""uncore_ha_0/config=0x101,name=UNC_H_REQUESTS:READS_LOCAL/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_REQUESTS:READS_LOCAL,None,"Read and Write Requests : Counts incoming read requests coming from local socket. Good proxy for LLC read misses, incl. RFOs from the local socket"
"""uncore_ha_0/config=0x201,name=UNC_H_REQUESTS:READS_REMOTE/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_REQUESTS:READS_REMOTE,None,"Read and Write Requests : Counts incoming read requests coming from remote socket. Good proxy for LLC read misses, incl. RFOs from the remote socket"
"""uncore_ha_0/config=0xc01,name=UNC_H_REQUESTS:WRITES/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_REQUESTS:WRITES,None,Read and Write Requests : Counts incoming writes
"""uncore_ha_0/config=0x401,name=UNC_H_REQUESTS:WRITES_LOCAL/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_REQUESTS:WRITES_LOCAL,None,Read and Write Requests : Counts incoming writes from local socket
"""uncore_ha_0/config=0x801,name=UNC_H_REQUESTS:WRITES_REMOTE/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_REQUESTS:WRITES_REMOTE,None,Read and Write Requests : Counts incoming writes from remote socket
"""uncore_ha_0/config=0x1001,name=UNC_H_REQUESTS:INVITOE_LOCAL/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_REQUESTS:INVITOE_LOCAL,None,Read and Write Requests : Counts InvItoE coming from local socket
"""uncore_ha_0/config=0x2001,name=UNC_H_REQUESTS:INVITOE_REMOTE/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_REQUESTS:INVITOE_REMOTE,None,Read and Write Requests : Counts InvItoE coming from remote socket
"""uncore_ha_0/config=0x110,name=UNC_H_TXR_BL:DRS_CACHE/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_TXR_BL:DRS_CACHE,None,Outbound DRS Ring Transactions to Cache : Counts data being sent to the cache
"""uncore_ha_0/config=0x210,name=UNC_H_TXR_BL:DRS_CORE/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_TXR_BL:DRS_CORE,None,Outbound DRS Ring Transactions to Cache : Counts data being sent directly to the requesting core
"""uncore_ha_0/config=0x410,name=UNC_H_TXR_BL:DRS_QPI/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_TXR_BL:DRS_QPI,None,Outbound DRS Ring Transactions to Cache : Counts data being sent to a remote socket over QPI
"""uncore_ha_0/config=0xff71,name=UNC_H_HITME_HIT:ALL/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_HITME_HIT:ALL,None,Hits in the HitMe cache : All requests
"""uncore_ha_0/config=0x171,name=UNC_H_HITME_HIT:READ_OR_INVITOE/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_HITME_HIT:READ_OR_INVITOE,None,"Hits in the HitMe cache : Number of hits with opcode RdCode, RdData, RdDataMigratory, RdInvOwn, RdCur or InvToE"
"""uncore_ha_0/config=0x271,name=UNC_H_HITME_HIT:WBMTOI/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_HITME_HIT:WBMTOI,None,Hits in the HitMe cache : Number of hits with opcode WbToMtoI
"""uncore_ha_0/config=0x471,name=UNC_H_HITME_HIT:ACKCNFLTWBI/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_HITME_HIT:ACKCNFLTWBI,None,Hits in the HitMe cache : Number of hits with opcode AckCnfltWbI
"""uncore_ha_0/config=0x871,name=UNC_H_HITME_HIT:WBMTOE_OR_S/""",hswep_unc_ha0 (Intel Haswell-EP HA 0 uncore),UNC_H_HITME_HIT:WBMTOE_OR_S,None,Hits in the HitMe cache : Number of hits with opcode WbMtoE or WbMtoS
